Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_4,valid,2,0.031,2,22,12,0.005,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_7,valid,2,0.035,2,22,12,0.006,0.007,0.003,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6_e7_10_e7_341,invalid,4,1.358,25 21 14 5,1659,1533,0.978,0.687,0.259,0.003,0.062
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_vt,invalid,2,0.227,9 5,171,126,0.063,0.058,0.038,0.001,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5,valid,2,0.038,2,22,12,0.006,0.008,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_1,valid,2,0.032,2,22,12,0.006,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/readwrit,valid,2,0.021,1,10,3,0.003,0.004,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_1,invalid,4,0.349,8 6 4 2,434,353,0.194,0.14,0.086,0.001,0.029
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_all,valid,2,0.074,4,40,24,0.013,0.017,0.007,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_3,valid,2,0.034,2,22,12,0.007,0.007,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_8,invalid,4,0.738,14 11 7 3,1039,940,0.51,0.356,0.16,0.002,0.052
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_2,valid,2,0.042,2,20,10,0.006,0.007,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_1,valid,2,0.04,2,22,12,0.006,0.007,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_8,valid,2,0.034,2,22,12,0.006,0.007,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4_e7_2197,invalid,2,0.073,4 3,61,32,0.016,0.025,0.01,0,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_10_e7_106_e7_2564,valid,2,0.022,1,7,0,0,0.002,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_1_e7_4234,valid,2,0.027,1,9,2,0.001,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_2,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_4,valid,2,0.041,2,22,12,0.007,0.007,0.005,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_7,invalid,4,0.373,10 9 7 4,556,477,0.235,0.172,0.076,0.001,0.028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_4,invalid,2,0.044,2 1,34,13,0.006,0.011,0.006,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_6,valid,2,0.035,2,22,12,0.006,0.007,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_5,invalid,2,0.066,2 1,61,36,0.018,0.022,0.011,0,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_9,valid,2,0.037,2,24,14,0.007,0.007,0.005,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_1_e7_1621,invalid,2,0.092,5 4,78,44,0.023,0.031,0.014,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6,invalid,3,0.258,7 4 2,301,244,0.131,0.114,0.046,0.001,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_3,invalid,1,0.032,0,23,13,0.005,0.007,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_5_e7_3972,valid,2,0.025,1,12,5,0.003,0.004,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave30,valid,3,4.645,9 4,379,331,1.143,0.122,3.796,0.001,0.016
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave37,invalid,2,3.779,0,330,263,2.272,0.151,2.758,0.002,0.027
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave13,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave04,valid,2,0.016,0,4,0,0,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave11,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave15,valid,2,0.016,0,4,0,0,0.004,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave31,invalid,2,5.831,0,182,133,0.44,0.075,5.198,0.002,0.018
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave12,invalid,2,0.684,0,86,50,0.039,0.055,0.025,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave28,invalid,2,0.252,0,27,8,0.013,0.018,0.021,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave38,invalid,2,4.597,0,353,278,1.366,0.174,3.13,0.002,0.031
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave22,valid,4,74.261,13 7 3,946,839,52.482,0.424,72.338,0.003,0.06
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2,valid,3,0.083,2 0,122,105,0.039,0.029,0.011,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e8_21449_e5_18210,valid,3,0.048,1 0,58,45,0.016,0.014,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave20,invalid,2,0.018,0,5,0,0,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave27,valid,3,257.257,8 4,395,318,222.859,0.325,256.071,0.003,0.033
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e7_12307,valid,3,0.082,2 0,122,105,0.04,0.03,0.011,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave02,valid,2,0.016,0,4,0,0,0.003,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave26,valid,3,45.282,9 5,442,374,30.826,0.222,43.899,0.002,0.028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave29,valid,3,1.524,8 3,352,310,0.827,0.107,0.765,0.001,0.011
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave25,invalid,2,0.019,0,5,0,0,0.005,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e1_17214_e5_18600,valid,3,0.081,2 0,122,105,0.039,0.028,0.011,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e3_514_e4_11150,valid,3,0.079,2 0,122,105,0.038,0.028,0.01,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave09,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave14,invalid,2,0.39,0,66,36,0.027,0.042,0.017,0.001,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr1,valid,2,0.091,0,4,0,0,0.003,0.027,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave34,invalid,2,2.884,0,315,254,0.525,0.138,1.662,0.002,0.024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave01,valid,3,0.495,2 0,180,155,0.082,0.053,0.039,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave19,valid,4,1.548,6 1 0,781,705,0.353,0.204,0.161,0.002,0.027
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave05,valid,3,3.385,15 9,374,308,0.319,0.138,2.616,0.002,0.023
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave32,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave36,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave10,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave17,valid,3,0.862,10 3,460,409,0.203,0.123,0.095,0.001,0.015
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave18,invalid,2,0.48,0,39,17,0.016,0.022,0.016,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave33,invalid,2,1.705,0,188,141,0.738,0.084,1.044,0.001,0.019
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr1_e4_23904_e4_2384,valid,2,0.084,0,4,0,0,0.004,0.023,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave40,invalid,2,0.02,0,5,0,0,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave08,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave16,valid,2,0.016,0,4,0,0,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave07,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave39,invalid,2,3.795,0,407,309,1.058,0.208,1.948,0.003,0.04
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave24,valid,3,1.333,6 2,294,256,0.803,0.088,0.736,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave23,invalid,2,0.24,0,25,6,0.009,0.018,0.015,0,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e6_3003_e4_15091,valid,3,0.086,2 0,122,105,0.043,0.031,0.012,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave03,valid,2,0.016,0,4,0,0,0.004,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave21,valid,3,2.2,9 5,347,287,0.841,0.126,0.956,0.001,0.018
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave06,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave35,invalid,2,3.734,0,396,319,0.552,0.145,2.457,0.002,0.027
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e2_63,valid,2,0.019,2,14,4,0.004,0.005,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/traffic,valid,2,0.025,3,26,13,0.007,0.008,0.003,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389,valid,2,0.018,1,10,3,0.003,0.005,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334,invalid,2,0.045,1 0,37,14,0.011,0.014,0.006,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e8_302,invalid,2,0.01,0,5,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176,valid,2,0.081,6,54,32,0.019,0.025,0.01,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6countern,invalid,0,0.006,N/A,1,0,0,0,0,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e3_140_e8_149,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e8_2126_e7_78,valid,2,0.075,6,39,17,0.012,0.021,0.008,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters,invalid,9,2.919,35 32 28 25 21 20 17 16 11,4735,4383,2.19,1.343,0.574,0.007,0.331
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e7_1312_e7_1495,invalid,0,0.013,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e1_350,invalid,0,0.011,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8,invalid,2,0.011,0,5,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/two_counters,valid,6,0.502,27 25 23 18 11,1029,887,0.367,0.245,0.098,0.003,0.028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e8_371_e2_80,valid,2,0.011,0,4,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4_e7_1775_e7_3320,valid,2,0.028,2,17,7,0.005,0.007,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e1_343,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/two_counters_e1_268,invalid,0,0.008,N/A,2,0,0,0.001,0,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e5_124,valid,2,0.02,2,16,6,0.004,0.007,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e2_3,valid,2,0.015,1,15,8,0.004,0.004,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e1_431,invalid,1,0.012,0,7,0,0,0.002,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e1_36,invalid,1,0.019,0,18,8,0.004,0.005,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/two_counters_e7_222,invalid,0,0.007,N/A,2,0,0,0.001,0,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e8_371_e3_224,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3,valid,2,0.031,2,18,8,0.006,0.007,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e5_5,valid,2,0.014,1,10,3,0.002,0.004,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e7_118,invalid,0,0.008,N/A,1,0,0,0,0,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560,valid,2,0.028,2,18,8,0.005,0.006,0.003,0.001,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e1_2192_e1_1852,valid,2,0.096,9,74,43,0.024,0.032,0.012,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e5_260,valid,2,0.015,1,11,4,0.003,0.004,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1_e7_1669,valid,2,0.035,3,24,11,0.006,0.008,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_2,valid,2,0.032,2,20,10,0.006,0.008,0.004,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e7_591,valid,2,0.067,6,39,17,0.012,0.021,0.007,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e2_169,valid,2,0.021,3,19,6,0.005,0.007,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_442_e4_165,valid,2,0.014,1,11,4,0.003,0.004,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e3_389_e4_294,valid,2,0.015,1,15,8,0.004,0.005,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6_e7_1096_e7_2688,valid,2,0.028,2,15,5,0.004,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/traffic_e7_46_e7_171,invalid,0,0.008,N/A,1,0,0,0,0,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e2_1117_e7_553,valid,2,0.069,6,46,24,0.015,0.021,0.007,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/two_counters_e2_3,invalid,1,0.017,1,15,2,0.002,0.004,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e3_222,valid,2,0.026,4,24,8,0.007,0.009,0.003,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7,valid,2,0.066,6,56,34,0.017,0.02,0.009,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/twisted_counters,valid,6,0.915,21 19 15 12 9,1691,1540,0.719,0.463,0.184,0.004,0.047
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e8_73,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e1_301,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e8_505_e7_2450,valid,2,0.08,7,47,22,0.014,0.024,0.009,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e7_31,invalid,0,0.008,N/A,2,0,0,0.001,0,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703_e7_3491,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_4,valid,2,0.03,2,20,10,0.005,0.006,0.004,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e7_99,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e2_2724_e7_524,valid,2,0.089,6,56,34,0.021,0.027,0.011,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217,invalid,1,0.034,3,37,18,0.011,0.013,0.004,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e1_89,invalid,0,0.008,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_149,invalid,0,0.008,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220,invalid,2,0.009,0,5,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5,valid,2,0.026,2,15,5,0.003,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e7_3176_e1_2924,valid,2,0.08,7,60,35,0.018,0.026,0.009,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_99,valid,2,0.019,2,14,4,0.004,0.006,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e1_2706_e7_1776,valid,2,0.072,6,46,24,0.014,0.021,0.008,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e2_63,valid,2,0.014,1,11,4,0.003,0.004,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_1_e7_217_e3_132,valid,2,0.022,3,20,7,0.006,0.008,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_1,valid,2,0.031,3,20,7,0.004,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74,invalid,2,0.01,0,5,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all_e3_557_e7_3464,valid,3,0.106,1 0,105,73,0.036,0.038,0.014,0.001,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_all,valid,2,0.062,6,52,30,0.015,0.016,0.009,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916,valid,2,0.03,2,18,8,0.006,0.007,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_3_e8_1703,valid,2,0.028,2,18,8,0.005,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e3_42,valid,2,0.032,4,33,17,0.011,0.012,0.004,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e7_145_e7_154,invalid,0,0.008,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e8_371_e1_448,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e8_371_e7_304,invalid,4,0.588,17 14 11 8,1070,952,0.423,0.297,0.108,0.003,0.044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e8_220_e7_249,invalid,2,0.009,0,5,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2_e3_329_e4_1,valid,2,0.02,2,14,4,0.004,0.005,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/traffic_e7_46,invalid,0,0.009,N/A,1,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e2_62,valid,2,0.03,4,33,17,0.01,0.01,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e3_207,valid,2,0.015,1,11,4,0.003,0.004,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex3,valid,3,0.06,4 3,81,59,0.028,0.023,0.009,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/two_counters_e3_325,invalid,1,0.014,0,12,2,0.001,0.003,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex8_e7_74_e7_740,invalid,2,0.009,0,5,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_5_e7_3307,valid,2,0.026,2,17,7,0.004,0.005,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_6,valid,2,0.028,2,20,10,0.005,0.006,0.004,0,0.001
